age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
middle_aged,Private,p100,HS-grad,average,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p50,Some-college,average,Married-civ-spouse,Craft-repair,Husband,White,Male,nonzero,zero,normal,United-States,>50K
young,Private,p75,Some-college,average,Never-married,Exec-managerial,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p100,Some-college,average,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,nonzero,zero,normal,United-States,>50K
middle_aged,Local-gov,p25,Some-college,average,Married-civ-spouse,Craft-repair,Husband,White,Male,nonzero,zero,normal,United-States,>50K
young,Private,p50,Assoc-acdm,average,Divorced,Sales,Unmarried,Black,Female,zero,zero,normal,United-States,<=50K
old,Private,p50,Bachelors,average,Divorced,Prof-specialty,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p75,HS-grad,average,Never-married,Handlers-cleaners,Own-child,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Federal-gov,p100,Masters,average,Married-civ-spouse,Sales,Husband,White,Male,nonzero,zero,normal,United-States,>50K
middle_aged,Private,p75,Prof-school,high_education,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,high,United-States,>50K
middle_aged2,Private,p50,Some-college,average,Divorced,Other-service,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p75,7th-8th,elementary,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,Ecuador,<=50K
young,Private,p50,HS-grad,average,Divorced,Prof-specialty,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Local-gov,p75,Bachelors,average,Never-married,Protective-serv,Not-in-family,White,Male,zero,zero,high,United-States,<=50K
adult,Private,p75,Some-college,average,Never-married,Sales,Own-child,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p100,Bachelors,average,Never-married,Tech-support,Unmarried,Black,Female,zero,zero,normal,United-States,<=50K
old,Private,p25,HS-grad,average,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,low,United-States,<=50K
young,Self-emp-inc,p25,Bachelors,average,Divorced,Sales,Not-in-family,White,Female,zero,zero,high,United-States,<=50K
young,Private,p50,Masters,average,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,nonzero,zero,normal,?,<=50K
adult,Private,p100,HS-grad,average,Never-married,Craft-repair,Own-child,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p50,Bachelors,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,nonzero,zero,normal,United-States,>50K
adult,Private,p50,Some-college,average,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,zero,zero,normal,United-States,<=50K
young,Private,p75,HS-grad,average,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged2,Private,p100,HS-grad,average,Married-civ-spouse,Sales,Husband,White,Male,nonzero,zero,normal,United-States,>50K
adult,Private,p100,Some-college,average,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,zero,zero,normal,Laos,<=50K
middle_aged,Private,p50,HS-grad,average,Divorced,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p25,Assoc-acdm,average,Never-married,Prof-specialty,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p75,Assoc-acdm,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged,Self-emp-inc,p25,Some-college,average,Married-civ-spouse,Farming-fishing,Husband,White,Male,zero,zero,high,United-States,>50K
adult,Private,p25,Bachelors,average,Never-married,Sales,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
teenager,Private,p100,Some-college,average,Never-married,Other-service,Own-child,Black,Female,zero,zero,normal,United-States,<=50K
adult,Private,p75,Some-college,average,Never-married,Sales,Own-child,White,Male,zero,zero,low,United-States,<=50K
very_old,Self-emp-not-inc,p50,Some-college,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p100,5th-6th,elementary,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,zero,zero,normal,Mexico,<=50K
old,Private,p50,HS-grad,average,Widowed,Other-service,Not-in-family,White,Female,zero,zero,low,United-States,<=50K
middle_aged,Private,p25,Some-college,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,nonzero,high,United-States,<=50K
young,Private,p75,HS-grad,average,Divorced,Transport-moving,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
very_old,Self-emp-not-inc,p50,Masters,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,low,United-States,<=50K
old,Self-emp-not-inc,p25,HS-grad,average,Married-civ-spouse,Farming-fishing,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p75,Assoc-voc,average,Never-married,Other-service,Own-child,Black,Female,zero,zero,low,United-States,<=50K
middle_aged,Private,p75,Some-college,average,Married-civ-spouse,Prof-specialty,Wife,White,Female,zero,nonzero,high,United-States,>50K
middle_aged2,Self-emp-not-inc,p100,HS-grad,average,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,zero,zero,normal,United-States,<=50K
old,Private,p50,HS-grad,average,Never-married,Transport-moving,Not-in-family,White,Male,nonzero,zero,high,United-States,<=50K
middle_aged,Private,p75,Some-college,average,Never-married,Craft-repair,Not-in-family,Black,Male,zero,zero,normal,United-States,<=50K
adult,Private,p75,Bachelors,average,Never-married,Adm-clerical,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Local-gov,p25,10th,elementary,Married-civ-spouse,Adm-clerical,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p100,HS-grad,average,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,<=50K
teenager,Private,p100,5th-6th,elementary,Never-married,Other-service,Other-relative,White,Male,zero,zero,normal,Mexico,<=50K
young,Private,p25,HS-grad,average,Never-married,Craft-repair,Other-relative,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p25,Masters,average,Never-married,Prof-specialty,Not-in-family,White,Male,zero,zero,high,United-States,<=50K
teenager,Private,p25,HS-grad,average,Never-married,Sales,Unmarried,Black,Male,zero,zero,normal,Haiti,<=50K
middle_aged,Private,p100,HS-grad,average,Married-civ-spouse,Other-service,Husband,Black,Male,zero,zero,normal,United-States,<=50K
adult,Private,p25,Assoc-acdm,average,Never-married,Sales,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p100,Assoc-voc,average,Married-civ-spouse,Craft-repair,Husband,White,Male,nonzero,zero,normal,United-States,>50K
young,State-gov,p50,HS-grad,average,Married-civ-spouse,Protective-serv,Husband,White,Male,nonzero,zero,normal,United-States,>50K
adult,State-gov,p100,Some-college,average,Never-married,Protective-serv,Own-child,Black,Female,zero,zero,normal,United-States,<=50K
middle_aged,Self-emp-not-inc,p100,Bachelors,average,Never-married,Sales,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
old,Private,p25,11th,elementary,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,low,United-States,<=50K
young,Private,p50,Assoc-voc,average,Divorced,Other-service,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p25,Assoc-acdm,average,Married-spouse-absent,Other-service,Not-in-family,White,Male,zero,zero,normal,Iran,<=50K
young,Private,p50,Bachelors,average,Never-married,Prof-specialty,Own-child,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p50,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Private,p25,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged,Local-gov,p100,11th,elementary,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Federal-gov,p25,HS-grad,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,zero,zero,normal,United-States,>50K
old,Private,p50,11th,elementary,Widowed,Other-service,Unmarried,Other,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p25,Assoc-voc,average,Married-civ-spouse,Tech-support,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged,Private,p25,HS-grad,average,Married-civ-spouse,Adm-clerical,Wife,White,Female,zero,zero,normal,United-States,<=50K
adult,Self-emp-not-inc,p25,9th,elementary,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,Portugal,<=50K
young,Private,p100,10th,elementary,Married-civ-spouse,Other-service,Wife,White,Female,zero,zero,low,United-States,<=50K
middle_aged,Private,p75,Bachelors,average,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p100,HS-grad,average,Married-spouse-absent,Sales,Not-in-family,White,Male,zero,zero,high,United-States,<=50K
adult,Private,p25,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Self-emp-not-inc,p75,Some-college,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p100,Assoc-acdm,average,Never-married,Sales,Not-in-family,White,Female,zero,zero,low,United-States,<=50K
middle_aged2,Private,p75,Bachelors,average,Divorced,Exec-managerial,Not-in-family,White,Female,zero,zero,normal,United-States,>50K
young,Private,p100,HS-grad,average,Divorced,Sales,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
adult,Federal-gov,p75,Some-college,average,Never-married,Adm-clerical,Unmarried,White,Female,zero,zero,low,United-States,<=50K
teenager,Private,p25,11th,elementary,Never-married,Other-service,Own-child,White,Male,zero,zero,low,United-States,<=50K
middle_aged,State-gov,p75,Assoc-voc,average,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged,Private,p100,HS-grad,average,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p50,HS-grad,average,Never-married,Craft-repair,Not-in-family,Black,Male,zero,zero,normal,United-States,<=50K
young,Private,p100,HS-grad,average,Married-civ-spouse,Craft-repair,Wife,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p25,Some-college,average,Never-married,Sales,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Self-emp-not-inc,p25,Masters,average,Divorced,Exec-managerial,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p50,HS-grad,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,high,United-States,<=50K
middle_aged2,Private,p50,HS-grad,average,Divorced,Transport-moving,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p75,5th-6th,elementary,Divorced,Craft-repair,Not-in-family,White,Female,zero,nonzero,normal,United-States,<=50K
adult,Private,p100,Some-college,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p25,Some-college,average,Divorced,Sales,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p100,HS-grad,average,Never-married,Other-service,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p50,HS-grad,average,Separated,Machine-op-inspct,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p50,Some-college,average,Married-civ-spouse,Adm-clerical,Wife,White,Female,zero,nonzero,low,United-States,>50K
teenager,Private,p25,Some-college,average,Never-married,Adm-clerical,Own-child,White,Female,zero,zero,low,United-States,<=50K
teenager,Private,p75,HS-grad,average,Never-married,Other-service,Other-relative,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p75,HS-grad,average,Married-civ-spouse,Other-service,Wife,White,Female,zero,zero,normal,United-States,>50K
adult,Private,p100,Bachelors,average,Never-married,Craft-repair,Not-in-family,White,Male,zero,zero,high,United-States,<=50K
middle_aged,Self-emp-not-inc,p100,Assoc-acdm,average,Separated,Craft-repair,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,State-gov,p25,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,nonzero,zero,normal,?,>50K
young,Private,p75,HS-grad,average,Never-married,Other-service,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p25,Some-college,average,Married-civ-spouse,Tech-support,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p25,Some-college,average,Divorced,Handlers-cleaners,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p25,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,high,United-States,>50K
middle_aged2,Self-emp-inc,p50,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,high,United-States,>50K
adult,Private,p100,Some-college,average,Never-married,Handlers-cleaners,Own-child,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p25,Some-college,average,Never-married,Other-service,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
middle_aged2,State-gov,p100,Bachelors,average,Married-civ-spouse,Protective-serv,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Private,p75,Assoc-voc,average,Divorced,Tech-support,Not-in-family,White,Female,zero,zero,high,United-States,<=50K
adult,Private,p50,7th-8th,elementary,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,zero,nonzero,normal,Puerto-Rico,<=50K
middle_aged,Private,p100,Masters,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,nonzero,high,United-States,>50K
adult,Private,p25,HS-grad,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p50,Some-college,average,Married-civ-spouse,Other-service,Wife,White,Female,zero,nonzero,normal,United-States,>50K
young,Private,p100,Some-college,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,high,United-States,<=50K
middle_aged,Local-gov,p25,Some-college,average,Divorced,Other-service,Not-in-family,Black,Female,zero,zero,low,United-States,<=50K
adult,Private,p100,HS-grad,average,Never-married,Handlers-cleaners,Unmarried,Black,Female,zero,zero,normal,United-States,<=50K
young,Private,p50,Some-college,average,Divorced,Exec-managerial,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p75,Doctorate,high_education,Married-civ-spouse,Exec-managerial,Husband,White,Male,nonzero,zero,high,United-States,>50K
young,State-gov,p100,Some-college,average,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p25,12th,elementary,Divorced,Craft-repair,Not-in-family,White,Male,zero,zero,high,United-States,>50K
middle_aged2,Private,p75,1st-4th,elementary,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,zero,zero,normal,Mexico,<=50K
young,Private,p100,11th,elementary,Never-married,Other-service,Own-child,White,Female,zero,zero,low,United-States,<=50K
young,Local-gov,p100,11th,elementary,Separated,Machine-op-inspct,Not-in-family,Black,Male,zero,zero,normal,United-States,<=50K
young,State-gov,p100,HS-grad,average,Divorced,Transport-moving,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p25,Some-college,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,<=50K
teenager,Private,p50,11th,elementary,Never-married,Handlers-cleaners,Own-child,White,Male,nonzero,zero,low,United-States,<=50K
young,State-gov,p25,Bachelors,average,Married-civ-spouse,Exec-managerial,Wife,White,Female,zero,zero,normal,United-States,>50K
adult,Private,p75,HS-grad,average,Divorced,Farming-fishing,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p50,HS-grad,average,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,high,United-States,<=50K
young,Federal-gov,p100,Masters,average,Never-married,Prof-specialty,Not-in-family,White,Male,zero,nonzero,normal,United-States,<=50K
old,Self-emp-inc,p75,HS-grad,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged,Local-gov,p100,Masters,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,normal,United-States,<=50K
